"",,,,,,,,,,,,,,,,,اِس تحَش,,,,,,,,,,اِحْتشَ,,,,,,,,,,,,,,,,,,,,أَحَش,,,,,حاش,,,,,,,,,,,,,,,,,,,,حَش   21,,,,,ص (ص ص),,,,,143,,,,,17,,,,,ح ش ش,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,حَش َط  1,,,,,ص ص ص,,,,,197,,,,,19,,,,,ح ش ط,,
"",,,,,,,,,,,,,,,,,اِس تحْشَفَ,,,,,,,,,,,,,,,,,,,,,,,,,تََّشفَ,,,,,أَحْشَفَ,,,,,,,,,,حَشفَ,,,,,حَشِفَ  4,,,,,,,,,,حَشَفَ   2,,,,,ص ص ص,,,,,141,,,,,23,,,,,ح ش ف,,
"",,اِفعَْول َ,,,,,اِفعْال,,,,,اِفعَْوْعلَ َ,,,,,اِس تفْعَل َ,,,,,اِفعَْل,,,,,اِفتْعََ  َل,,,,,اِنفَْعَل َ,,,,,تفَاعلَ َ,,,,,تفََعل َ,,,,,أَفعَْل َ,,,,,فاعلَ َ,,,,,فعَل َ,,,,,فعَِل َ,,,,,فعَُل َ,,,,,فعََل َ,,,,,ال نوع,,,,,الصفحة,,,,,المجلد,,,,,الجذر,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِحْتشََك َ,,,,,,,,,,,,,,,تََّش  َك,,,,,أَحْشَ  َك,,,,,,,,,,,,,,,حَشِك َ  4,,,,,,,,,,حَشَك َ   12,,,,,ص ص ص,,,,,114,,,,,27,,,,,ح ش ك,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,حَشَلَ  2,,,,,ص ص ص,,,,,301,,,,,28,,,,,ح ش ل,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِحْتشََم َ,,,,,,,,,,,,,,,تََّشم َ,,,,,أَحْشَم َ,,,,,حاشَِ َ,,,,,حَشم َ,,,,,حَشِ  َم  4,,,,,,,,,,حَشَم َ   12,,,,,ص ص ص,,,,,490,,,,,31,,,,,ح ش م,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تََّشن َ,,,,,أَحْشَن َ,,,,,حاشَن َ,,,,,,,,,,حَشِن َ  4,,,,,,,,,,,,,,,ص ص ص,,,,,432,,,,,34,,,,,ح ش ن,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِحْتشََ,,,,,اِنْْشَ,,,,,,,,,,,,,,,,,,,,حاشََ,,,,,حَش,,,,,,,,,,,,,,,حَشا  1,,,,,ص ص و,,,,,430,,,,,37,,,,,ح ش و,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,َتَّاشََ,,,,,تََّش,,,,,أَحْشَ,,,,,حاشََ,,,,,حَش,,,,,حَشِ َ  4,,,,,,,,,,,,,,,ص ص ي,,,,,434,,,,,37,,,,,ح ش ي,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَحْصَأ,,,,,,,,,,,,,,,حَصِئَ  4,,,,,,,,,,حَصَأ  3,,,,,ص ص ء,,,,,193,,,,,1,,,,,ح ص ء,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تَّ َاصَب َ,,,,,تََّصب َ,,,,,أَحْصَب َ,,,,,,,,,,حَصب َ,,,,,حَصِب َ  4,,,,,,,,,,حَصَب َ   21,,,,,ص ص ص,,,,,282,,,,,2,,,,,ح ص ب,,
"",,,,,,,,,,,,,,,,,اِس تحْصَد َ,,,,,,,,,,اِحْتصََ  َد,,,,,,,,,,,,,,,تََّصد َ,,,,,أَحْصَد َ,,,,,,,,,,,,,,,حَصِد َ  4,,,,,,,,,,حَصَد َ   12,,,,,ص ص ص,,,,,28,,,,,8,,,,,ح ص د,,
"",,,,,,,,,,,,,,,,,اِس تحْصَ َ,,,,,,,,,,"اِحْتَصََ",,,,,اِنْْصَ َ,,,,,تََّاصَ َ,,,,,تََّص َ,,,,,أَحْصَ َ,,,,,حاصَ َ,,,,,,,,,,حََصِ  4,,,,,حَصُ  5,,,,,حَصَ َ   21,,,,,ص ص ص,,,,,24,,,,,11,,,,,ح ص ر,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنْْص,,,,,َتَّاص,,,,,تََّصصَ,,,,,أَحَص,,,,,حاص,,,,,حَصصَ,,,,,حَص   4,,,,,,,,,,حَص    31,,,,,ص (ص ص),,,,,516,,,,,17,,,,,ح ص ص,,
"",,,,,,,,,,,,,,,,,اِس تحْصَفَ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَحْصَفَ,,,,,,,,,,,,,,,حَصِفَ   4,,,,,حَصُفَ   5,,,,,,,,,,ص ص ص,,,,,144,,,,,23,,,,,ح ص ف,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تََّصل َ,,,,,أَحْصَل َ,,,,,,,,,,حَص  َل,,,,,حَصِلَ  4,,,,,,,,,,حَصَل َ  1,,,,,ص ص ص,,,,,302,,,,,28,,,,,ح ص ل,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنْْصَم َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,حَصَم َ  2,,,,,ص ص ص,,,,,494,,,,,31,,,,,ح ص م,,
"",,,,,,,,,,,,,,,,,اِس تحْصَ  َن,,,,,,,,,,اِحْتصََن َ,,,,,,,,,,,,,,,تََّصن َ,,,,,أَحْصَن َ,,,,,,,,,,حَص  َن,,,,,,,,,,حَصُن َ  5,,,,,,,,,,ص ص ص,,,,,433,,,,,34,,,,,ح ص ن,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,حَصا  1,,,,,ص ص ع,,,,,440,,,,,37,,,,,ح ص و,,
"",,,,,,,,,,,,,,,,,اِس تحْصَ,,,,,,,,,,,,,,,,,,,,,,,,,تََّص,,,,,أَحْصَ,,,,,,,,,,حَص,,,,,حََصِ  4,,,,,,,,,,حَصَ   2,,,,,ص ص ع,,,,,440,,,,,37,,,,,ح ص ي,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِحْتضََأ,,,,,,,,,,,,,,,,,,,,أَحْض َأ,,,,,,,,,,,,,,,,,,,,,,,,,حَضَأ  3,,,,,ص ص ء,,,,,193,,,,,1,,,,,ح ض ء,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تََّض  َب,,,,,أَحْضَب َ,,,,,,,,,,,,,,,حَضِبَ  4,,,,,,,,,,حَضَب َ  2,,,,,ص ص ص,,,,,288,,,,,2,,,,,ح ض ب,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنْْضَج َ,,,,,,,,,,,,,,,,,,,,,,,,,حَضج َ,,,,,,,,,,,,,,,حَضَج َ  1,,,,,ص ص ص,,,,,483,,,,,5,,,,,ح ض ج,,
"",,,,,,,,,,,,,,,,,"اِس تحْَضَ",,,,,,,,,,"اِحْتَضََ",,,,,,,,,,,,,,,تََّض َ,,,,,أَحْضَ َ,,,,,حاضَ َ,,,,,حَض َ,,,,,حَضِ  4,,,,,,,,,,حَضَ َ  1,,,,,ص ص ص,,,,,37,,,,,11,,,,,ح ض ر,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِحْتض,,,,,اِنْْض,,,,,َتَّاض,,,,,,,,,,,,,,,حاض,,,,,حَضضَ,,,,,,,,,,,,,,,حَض   1,,,,,ص (ص ص),,,,,293,,,,,18,,,,,ح ض ض,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَحْضَل َ,,,,,,,,,,,,,,,حَضِلَ  4,,,,,,,,,,,,,,,ص ص ص,,,,,305,,,,,28,,,,,ح ض ل,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِحْتضََن َ,,,,,اِنْْضَ  َن,,,,,,,,,,تََّضن َ,,,,,أَحْضَن َ,,,,,,,,,,حَضن َ,,,,,,,,,,حَضُنَ  5,,,,,حَضَن َ  2,,,,,ص ص ص,,,,,441,,,,,34,,,,,ح ض ن,,
"",,اِفعَْول َ,,,,,اِفعْال,,,,,اِفعَْوْعلَ َ,,,,,اِس تفْعَل َ,,,,,اِفعَْل,,,,,اِفتْعََ  َل,,,,,اِنفَْعَل َ,,,,,تفَاع  َلَ,,,,,تفََعل َ,,,,,أَفعَْل َ,,,,,فاعلَ َ,,,,,فعَ  َل,,,,,فعَِل َ,,,,,فعَُل َ,,,,,فعََ  َل,,,,,ال نوع,,,,,الصفحة,,,,,المجلد,,,,,الجذر,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,حَضا  1,,,,,ص ص و,,,,,444,,,,,37,,,,,ح ض و,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,حَطَأ    23,,,,,ص ص ء,,,,,194,,,,,1,,,,,ح ط ء 1,,
"",,,,,,,,,,,,,,,,,اِس تحْطَ  َب,,,,,,,,,,اِحْتطََب َ,,,,,,,,,,,,,,,تََّطب َ,,,,,أَحْطَ  َب,,,,,,,,,,حَطب َ,,,,,حَطِب َ  4,,,,,,,,,,حَطَب َ  2,,,,,ص ص ص,,,,,290,,,,,2,,,,,ح ط ب,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,حَطَر َ  1,,,,,ص ص ص,,,,,55,,,,,11,,,,,ح ط ر,,
"",,,,,,,,,,,,,,,,,اِس تحَط,,,,,,,,,,اِحْتط,,,,,اِنْْط,,,,,,,,,,,,,,,أَحَط,,,,,,,,,,حَطط َ,,,,,,,,,,,,,,,حَط  1,,,,,ص (ص ص),,,,,197,,,,,19,,,,,ح ط ط,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنْْطَم َ,,,,,,,,,,تََّطم َ,,,,,أَحْطَم َ,,,,,,,,,,حَطم َ,,,,,حَطِم َ  4,,,,,,,,,,حَطَ  َم  2,,,,,ص ص ص,,,,,503,,,,,31,,,,,ح ط م,,
"",,,,,,,,,,,,اِحْطَوْطَى,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,حَطا  1,,,,,ص ص و,,,,,444,,,,,37,,,,,ح ط و,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَحْظَب َ,,,,,,,,,,,,,,,حَظِب َ  4,,,,,,,,,,حَظَبَ   12,,,,,ص ص ص,,,,,294,,,,,2,,,,,ح ظ ب,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِحْتظََر َ,,,,,,,,,,,,,,,,,,,,أَحْظَر َ,,,,,,,,,,حَظر َ,,,,,,,,,,,,,,,حَظَ  َر  1,,,,,ص ص ص,,,,,56,,,,,11,,,,,ح ظ ر,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنْْظ,,,,,,,,,,,,,,,أَحَظ,,,,,,,,,,,,,,,حَظ  4,,,,,,,,,,,,,,,ص (ص ص),,,,,216,,,,,20,,,,,ح ظ ظ,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَحْظَ  َل,,,,,,,,,,,,,,,حَظِل َ  4,,,,,,,,,,حَظَ  َل   12,,,,,ص ص ص,,,,,306,,,,,28,,,,,ح ظ ل,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِحْتظََى,,,,,,,,,,,,,,,تََّظى,,,,,أَحْظَى,,,,,,,,,,,,,,,حَظِي َ  4,,,,,,,,,,حَظا  1,,,,,ص ص و,,,,,445,,,,,37,,,,,ح ظ و,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِحْتفََأ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,حَفَأ  3,,,,,ص ص ء,,,,,196,,,,,1,,,,,ح ف ء,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,حافتََ,,,,,,,,,,,,,,,,,,,,حَفَتَ  1,,,,,ص ص ص,,,,,494,,,,,4,,,,,ح ف ت,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اَفتْحََ  َث,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ص ص ص,,,,,222,,,,,5,,,,,ح ف ث,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِحْتفََد َ,,,,,,,,,,,,,,,,,,,,أَحْفَد َ,,,,,,,,,,حَفد َ,,,,,,,,,,,,,,,حَفَ  َد  2,,,,,ص ص ص,,,,,31,,,,,8,,,,,ح ف د,,
"",,,,,,,,,,,,,,,,,اِس تحْفَر َ,,,,,,,,,,اِحْتفََر َ,,,,,,,,,,,,,,,تََّفر َ,,,,,أَحْفَر َ,,,,,حافرَ َ,,,,,حَفر َ,,,,,حَفِرَ  24,,,,,,,,,,حَفَر َ  2,,,,,ص ص ص,,,,,59,,,,,11,,,,,ح ف ر,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِحْتفََز َ,,,,,اِنْْفَز َ,,,,,,,,,,تََّفز َ,,,,,أَحْفَز َ,,,,,حافزَ َ,,,,,,,,,,,,,,,,,,,,حَفَ  َز  2,,,,,ص ص ص,,,,,111,,,,,15,,,,,ح ف ز,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,حَفَسَ  2,,,,,ص ص ص,,,,,544,,,,,15,,,,,ح ف س,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تََّفشَ,,,,,أَحْفَشَ,,,,,,,,,,حَفشَ,,,,,حَفِشَ  4,,,,,,,,,,حَفَشَ   2,,,,,ص ص ص,,,,,154,,,,,17,,,,,ح ف ش,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,حَفَصَ   2,,,,,ص ص ص,,,,,527,,,,,17,,,,,ح ف ص,,
"",,اِفعَْول َ,,,,,اِفعْال,,,,,اِفعَْوْعلَ َ,,,,,اِس تفْعَ  َل,,,,,اِفعَْل,,,,,اِفتْعََل َ,,,,,اِنفَْعَل َ,,,,,تفَاعلَ َ,,,,,تفََعل َ,,,,,أَفعَْل َ,,,,,فاعلَ َ,,,,,فعَل َ,,,,,فعَِل َ,,,,,فعَُل َ,,,,,فعََل َ,,,,,ال نوع,,,,,الصفحة,,,,,المجلد,,,,,الجذر,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,حَفضَ,,,,,,,,,,,,,,,حَفَضَ   1,,,,,ص ص ص,,,,,297,,,,,18,,,,,ح ف ض,,
"",,,,,,,اِحْفاظ,,,,,,,,,,اِس تحْفَظ َ,,,,,,,,,,اِحْتفََظ َ,,,,,اِنْْفَظ َ,,,,,,,,,,تََّفظ َ,,,,,أَحْفَظ َ,,,,,حافظَ َ,,,,,حَف  َظ,,,,,حَفِظ  4,,,,,,,,,,,,,,,ص ص ص,,,,,218,,,,,20,,,,,ح ف ظ,,
"",,,,,,,,,,,,,,,,,اِس تحَف,,,,,,,,,,اِحْتف,,,,,اِنْْف,,,,,,,,,,تََّففَ,,,,,أَحَف,,,,,,,,,,حَففَ,,,,,,,,,,,,,,,حَف   1,,,,,ص (ص ص),,,,,146,,,,,23,,,,,ح ف ف,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِحْتفََل َ,,,,,اِنْْفَل َ,,,,,,,,,,تََّفل َ,,,,,أَحْفَل َ,,,,,حافلَ َ,,,,,حَفل َ,,,,,,,,,,,,,,,حَفَل َ  2,,,,,ص ص ص,,,,,308,,,,,28,,,,,ح ف ل,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِحْتفََن َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,حَفِن َ  4,,,,,,,,,,حَفَ  َن   21,,,,,ص ص ص,,,,,446,,,,,34,,,,,ح ف ن,,
"",,,,,,,,,,,,,,,,,اِس تحْفَى,,,,,,,,,,اِحْتفََى,,,,,,,,,,تََّافَ,,,,,تََّفى,,,,,أَحْفَى,,,,,حافَ,,,,,حَفى,,,,,حَفِ  َي  4,,,,,,,,,,حَفا  1,,,,,ص ص ع,,,,,449,,,,,37,,,,,ح ف و,,
"",,,,,,,,,,,,,,,,,اِس تحْقَب َ,,,,,,,,,,اِحْتقَب َ,,,,,,,,,,,,,,,,,,,,أَحْقب َ,,,,,,,,,,,,,,,حَقِ  َب  4,,,,,,,,,,حَقَب َ  1,,,,,ص ص ص,,,,,297,,,,,2,,,,,ح ق ب,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِحْتقَد َ,,,,,,,,,,َتَّاق  َدَ,,,,,تََّقد َ,,,,,أَحْقد َ,,,,,,,,,,حَقد َ,,,,,حَقِ  َد  4,,,,,,,,,,حَق  َدَ   12,,,,,ص ص ص,,,,,35,,,,,8,,,,,ح ق د,,
"",,,,,,,,,,,,,,,,,اِس تحْق  َر,,,,,,,,,,اِحْتقَر َ,,,,,اِنْْقَر َ,,,,,تَّ َاقرَ َ,,,,,,,,,,أَحْقر َ,,,,,,,,,,حَقر َ,,,,,حَقِرَ  4,,,,,حَقُر َ  5,,,,,حَقرَ َ  2,,,,,ص ص ص,,,,,70,,,,,11,,,,,ح ق ر,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,حَقصَ  3,,,,,ص ص ص,,,,,530,,,,,17,,,,,ح ق ص,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,حَقِط  4,,,,,,,,,,,,,,,ص ص ص,,,,,208,,,,,19,,,,,ح ق ط,,
"",,,,,,,,,,,,اِحْقوْقفََ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,حَقفَ  1,,,,,ص ص ص,,,,,156,,,,,23,,,,,ح ق ف,,
"",,,,,,,,,,,,,,,,,اِس تحَق,,,,,,,,,,اِحْتق,,,,,اِنْْق,,,,,تََّاق,,,,,تََّققَ,,,,,أَحَق,,,,,حاق,,,,,حَققَ,,,,,,,,,,,,,,,حَق    21,,,,,ص (ص ص),,,,,166,,,,,25,,,,,ح ق ق,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِحْتقَل َ,,,,,,,,,,,,,,,,,,,,أَحْقل َ,,,,,حاقلَ َ,,,,,,,,,,حَقِ  َل  4,,,,,,,,,,حَقل َ  2,,,,,ص ص ص,,,,,313,,,,,28,,,,,ح ق ل,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِحْتقَن َ,,,,,,,,,,,,,,,تََّقن َ,,,,,أَحْق  َن,,,,,,,,,,,,,,,حَقِنَ  4,,,,,,,,,,حَقَن َ   12,,,,,ص ص ص,,,,,449,,,,,34,,,,,ح ق ن,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِحْتقَى,,,,,,,,,,,,,,,تََّقى,,,,,,,,,,,,,,,,,,,,حَقِ  َي  4,,,,,,,,,,حَقا  1,,,,,ص ص ع,,,,,454,,,,,37,,,,,ح ق و,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِحْت  ََك,,,,,,,,,,,,,,,,,,,,أَحْكَ,,,,,,,,,,,,,,,,,,,,,,,,,حَكَ   3,,,,,ص ص ء,,,,,196,,,,,1,,,,,ح ك ء,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَحْكَد َ,,,,,حاكَد َ,,,,,,,,,,,,,,,,,,,,حَكَدَ  2,,,,,ص ص ص,,,,,37,,,,,8,,,,,ح ك د,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِحْتكََر َ,,,,,,,,,,,,,,,تََّكر َ,,,,,أَحْكَر َ,,,,,حاكَر َ,,,,,حَكر َ,,,,,حَكِ  َر  4,,,,,,,,,,حَكَر َ  2,,,,,ص ص ص,,,,,71,,,,,11,,,,,ح ك ر,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,حَكِشَ  4,,,,,,,,,,حَكَشَ   1,,,,,ص ص ص,,,,,157,,,,,17,,,,,ح ك ش,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,حَكَفَ  1,,,,,ص ص ص,,,,,158,,,,,23,,,,,ح ك ف,,
"",,,,,,,,,,,,,,,,,اِس تحََك,,,,,,,,,,اِحْتك,,,,,,,,,,تَّ َاك,,,,,تََّكك َ,,,,,أَحَك,,,,,حاك,,,,,حَكك َ,,,,,حَك  4,,,,,,,,,,حَك   1,,,,,ص (ص ص),,,,,117,,,,,27,,,,,ح ك ك,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِحْتكَ َ,,,,,,,,,,,,,,,تََّك َ,,,,,أَحْكَ َ,,,,,,,,,,,,,,,حَكِ  4,,,,,,,,,,حَكَ َ  1,,,,,ص ص ص,,,,,317,,,,,28,,,,,ح ك ل,,
"",,,,,,,,,,,,,,,,,اِس تحْ  َكَ,,,,,,,,,,اِحْت  َكَ,,,,,,,,,,تَّ َاكَ,,,,,تََّك َ,,,,,أَحْكَ َ,,,,,حاكَ,,,,,حَك َ,,,,,,,,,,حَكُ َ  5,,,,,حَ  َكَ  1,,,,,ص ص ص,,,,,510,,,,,31,,,,,ح ك م,,
"",,اِفعَْول َ,,,,,اِفعْال,,,,,اِفعَْوْعلَ َ,,,,,اِس تفْعَ  َل,,,,,اِفعَْل,,,,,اِفتْعََ  َل,,,,,اِنفَْعَل َ,,,,,تفَاعلَ َ,,,,,تفََعل َ,,,,,أَفعَْل َ,,,,,فاعلَ َ,,,,,فعَل َ,,,,,فعَِل َ,,,,,فعَُل َ,,,,,فعََل َ,,,,,ا لنوع,,,,,الصفحة,,,,,المجلد,,,,,الجذر,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,حَكا  11,,,,,ص ص و,,,,,458,,,,,37,,,,,ح ك و,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِحْتكَ,,,,,,,,,,,,,,,,,,,,أَحْكَ,,,,,حاكََ,,,,,,,,,,,,,,,,,,,,حَكَ   2,,,,,ص ص ي,,,,,458,,,,,37,,,,,ح ك ي,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تََّلَ َ,,,,,أَحْلََ َ,,,,,,,,,,حَلَ َ,,,,,حَلِئ َ  4,,,,,,,,,,حَلََ َ  3,,,,,ص ص ء,,,,,197,,,,,1,,,,,ح ل ء,,
"",,,,,,,,,,,,,,,,,اِس تحَْلبَ َ,,,,,,,,,,اِحْتلَ  َبَ,,,,,اِنْْلبَ َ,,,,,,,,,,تََّلب َ,,,,,أَحْلبَ َ,,,,,حالبَ َ,,,,,حَلب َ,,,,,حَلِبَ  4,,,,,,,,,,حَلبَ َ   21,,,,,ص ص ص,,,,,302,,,,,2,,,,,ح ل ب,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,حَلتََ   2,,,,,ص ص ص,,,,,495,,,,,4,,,,,ح ل ت,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِحْتلَ  َجَ,,,,,اِنْْل  َجَ,,,,,تََّالجَ َ,,,,,تََّلج َ,,,,,,,,,,حالجَ َ,,,,,حَلج َ,,,,,,,,,,,,,,,حَل  َجَ   21,,,,,ص ص ص,,,,,487,,,,,5,,,,,ح ل ج,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِحْتلَ  َزَ,,,,,,,,,,تََّالزَ َ,,,,,تََّلز َ,,,,,,,,,,,,,,,,,,,,حَلِز َ  4,,,,,,,,,,حَلزَ َ  1,,,,,ص ص ص,,,,,115,,,,,15,,,,,ح ل ز,,
"",,,,,,,,,,,,,,,,,اِس تحَْلسََ,,,,,اِحْلسَ,,,,,,,,,,,,,,,,,,,,تََّلسَ,,,,,أَحْلسََ,,,,,حالسََ,,,,,,,,,,حَلِسَ   4,,,,,,,,,,حَلسََ   12,,,,,ص ص ص,,,,,546,,,,,15,,,,,ح ل س,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,حَلشََ  2,,,,,ص ص ص,,,,,,,,,,,ح ل ش,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِحْتلَ  َطَ,,,,,,,,,,,,,,,,,,,,أَحْل  َطَ,,,,,,,,,,,,,,,حَلِط  4,,,,,,,,,,حَلطَ  2,,,,,ص ص ص,,,,,209,,,,,19,,,,,ح ل ط,,
"",,,,,,,,,,,,,,,,,اِس تحَْلفََ,,,,,,,,,,اِحْتلَفََ,,,,,,,,,,تَّ َالفََ,,,,,تََّلفَ,,,,,أَحْلفََ,,,,,حالفََ,,,,,حَلفَ,,,,,,,,,,حَلفَُ   5,,,,,حَلفََ  2,,,,,ص ص ص,,,,,158,,,,,23,,,,,ح ل ف,,
"",,,,,,,,,,,,,,,,,اِس تحَْلقََ,,,,,,,,,,اِحْتلَقََ,,,,,,,,,,تََّالقََ,,,,,تََّلقَ,,,,,أَحْلقََ,,,,,,,,,,حَلقَ,,,,,حَلِقَ  4,,,,,,,,,,حَلقََ   12,,,,,ص ص ص,,,,,184,,,,,25,,,,,ح ل ق,,
"",,,,,,,,,,,,اِحْلوَْلَ,,,,,اِس تحَْلََ,,,,,,,,,,,,,,,,,,,,,,,,,تََّلَ,,,,,,,,,,,,,,,حَلَ َ,,,,,حَلَِ َ  4,,,,,,,,,,حَلََ َ  1,,,,,ص ص ص,,,,,121,,,,,27,,,,,ح ل ك,,
"",,,,,,,,,,,,,,,,,اِس تحََل,,,,,,,,,,اِحْتل,,,,,اِنْْل,,,,,,,,,,تََّلل َ,,,,,أَحَل,,,,,حال,,,,,حَلل َ,,,,,حَل   4,,,,,,,,,,حَل    21,,,,,ص (ص ص),,,,,318,,,,,28,,,,,ح ل ل,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِحْت  ََلَ,,,,,اِنْْلَ ََ,,,,,تَّ َالمَ َ,,,,,تََّلَ َ,,,,,أَحْلَ ََ,,,,,,,,,,حَلَ َ,,,,,حَلَِ َ  4,,,,,حَلَ َُ  5,,,,,حَلَ ََ  1,,,,,ص ص ص,,,,,525,,,,,31,,,,,ح ل م,,
